172,18
310,26
204,106
106,308
144,350
126,166
170,378
258,318
238,250
206,90
198,258
102,198
226,202
226,76
32,150
400,14
208,398
330,84
58,16
372,76
292,272
148,308
334,212
156,178
72,398
116,16
112,150
328,322
312,212
392,78
244,172
230,308
162,276
318,264
336,262
292,128
126,124
18,154
164,336
294,304
64,204
356,16
276,334
342,102
96,16
250,66
234,20
32,344
282,188
348,120
332,306
338,228
350,144
8,6
172,122
398,96
392,270
174,186
72,190
28,168
168,162
232,214
366,44
136,194
168,288
220,368
376,276
306,2
174,304
168,150
180,154
100,6
236,178
252,122
234,332
72,266
186,48
318,86
128,370
162,232
40,122
6,384
230,230
172,88
20,34
346,328
238,54
296,262
370,122
334,248
46,238
82,184
292,62
154,8
270,94
180,354
378,44
114,94
194,162
192,398
400,372
340,186
314,226
46,64
358,222
280,86
258,386
222,382
314,178
140,46
250,376
152,88
120,70
38,358
158,252
30,2
4,82
264,300
68,88
360,278
394,126
134,38
330,168
396,292
386,322
196,88
88,376
396,332
204,372
134,174
300,244
302,38
190,302
10,90
222,250
354,372
272,388
112,196
174,74
124,240
174,54
190,270
132,356
312,394
172,176
164,128
282,200
90,360
80,138
154,46
142,210
6,292
180,280
258,136
384,188
286,136
390,240
276,292
274,220
188,148
64,258
124,134
158,190
110,242
326,400
362,72
348,162
8,352
10,32
282,8
210,384
248,52
216,120
88,290
240,72
10,218
364,2
112,286
344,6
30,256
12,330
122,80
92,344
168,326
106,278
64,6
152,106
266,52
20,112
150,364
148,118
68,236
264,118
298,28
232,344
244,204
204,340
252,166
348,258
398,358
18,316
94,30
134,276
386,300
54,328
194,352
178,314
264,106
238,30
68,310
164,98
64,130
266,368
380,134
310,58
188,212
236,382
78,156
350,202
88,244
230,280
140,268
236,188
250,30
264,40
122,332
44,214
52,44
78,324
394,188
358,250
352,232
208,168
324,380
308,368
302,210
76,230
348,286
72,278
258,268
74,346
126,304
186,128
96,46
202,248
274,314
346,270
56,312
144,398
292,326
392,216
296,290
100,86
114,208
186,34
14,392
22,12
268,78
194,120
144,62
168,28
116,256
354,382
330,24
10,230
134,184
362,260
274,24
54,204
56,88
56,298
30,238
266,380
318,140
222,184
258,232
314,238
374,348
156,32
78,242
102,36
320,302
146,140
140,380
94,154
248,222
224,88
74,336
134,118
352,394
378,286
224,288
254,20
42,90
254,254
306,78
320,48
262,222
222,328
84,334
342,346
238,92
176,210
200,192
160,310
142,168
290,152
144,76
196,42
228,390
198,282
186,324
50,282
116,114
346,18
212,182
26,284
298,352
362,154
190,182
312,384
182,110
350,358
112,80
288,230
120,28
240,124
238,240
230,110
180,196
8,176
190,382
248,234
214,310
32,218
38,232
48,354
106,24
202,128
28,104
376,310
64,38
354,92
330,236
60,368
278,348
158,324
290,220
200,210
104,268
322,254
400,280
16,164
64,178
90,88
374,300
6,254
374,178
70,388
166,356
126,16
34,180
36,324
14,130
102,142
6,44
138,8
80,36
164,298
376,96
194,292
266,128
372,54
266,16
114,104
88,130
310,166
156,398
146,296
396,154
80,86
258,338
268,280
34,14
300,336
78,364
114,302
50,338
288,116
358,106
276,358
340,82
156,240
292,40
46,164
202,304
368,290
102,352
282,172
382,120
66,78
368,218
154,346
222,270
64,220
112,222
324,66
304,182
248,286
150,376
344,308
6,142
20,64
308,316
270,196
284,22
234,290
150,198
244,104
110,68
26,90
178,28
342,382
116,174
334,44
314,70
326,362
124,388
178,8
386,280
326,146
384,388
276,254
278,154
2,340
24,208
336,330
130,326
318,154
334,340
364,348
342,240
234,158
214,336
388,44
272,184
308,16
242,134
146,36
48,396
64,288
42,100
274,270
52,100
146,158
58,66
274,304
120,358
138,286
194,100
324,132
392,380
60,194
128,252
176,268
160,20
378,226
74,178
316,36
276,50
370,338
298,48
182,388
50,272
90,68
62,338
374,208
188,12
304,220
136,104
116,268
360,118
354,174
132,342
14,368
102,396
274,60
176,234
20,142
202,268
28,312
158,80
92,198
60,54
218,130
264,150
292,250
72,148
248,194
70,372
154,208
78,310
360,30
30,130
20,228
96,208
74,202
132,232
338,202
158,148
84,60
142,254
310,92
298,18
168,62
390,62
278,34
338,362
392,140
96,368
60,348
330,282
382,260
308,146
390,370
52,144
358,196
184,82
222,8
342,170
340,92
184,292
394,178
368,376
224,164
372,112
110,326
300,382
332,354
46,190
268,242
2,204
214,360
308,112
208,136
50,112
82,104
320,26
78,114
60,388
310,248
270,172
286,262
196,64
6,244
166,200
200,388
238,358
336,140
198,234
28,358
172,344
52,126
290,76
296,4
66,168
56,226
286,296
326,218
86,258
96,384
56,76
364,92
380,240
80,6
194,342
254,76
162,266
10,16
128,212
90,8
130,314
166,140
368,20
132,60
20,270
4,308
258,280
256,292
20,298
306,194
72,294
260,28
146,22
16,378
196,54
250,42
18,2
270,342
336,32
42,292
388,226
156,356
146,98
338,394
14,340
376,86
228,258
226,30
370,250
116,372
342,154
354,322
186,226
252,396
400,70
382,356
160,374
356,292
218,64
248,184
152,274
202,182
6,320
106,342
332,10
112,232
58,30
140,366
316,274
192,370
362,130
366,392
328,122
264,162
350,72
124,50
274,116
372,158
268,322
34,190
246,4
232,6
120,158
212,242
232,366
30,40
304,270
20,76
382,68
34,82
38,336
158,116
308,102
138,130
126,110
318,10
352,132
164,4
224,20
392,6
220,110
260,174
368,170
396,164
70,28
248,330
326,56
260,86
312,326
364,366
198,146
236,264
138,308
298,318
388,34
210,348
168,316
298,234
56,168
354,4
84,172
298,114
104,156
148,232
78,378
226,240
220,152
202,78
24,22
382,78
368,228
318,118
182,398
124,98
38,110
96,256
152,262
180,138
202,24
244,308
350,56
70,356
306,296
280,324
374,198
38,282
130,262
196,32
86,44
216,224
242,14
218,300
164,38
168,366
196,136
102,216
44,248
248,386
252,244
62,274
2,120
264,394
292,106
230,100
42,316
90,164
56,264
396,348
156,138
22,350
48,54
282,386
46,262
264,64
334,178
68,326
308,46
256,58
320,96
126,6
84,352
198,172
254,100
210,210
84,280
222,316
314,360
346,44
110,122
282,212
320,312
82,196
320,370
240,228
314,188
376,382
14,208
22,218
64,248
260,328
66,158
148,218
294,142
320,166
214,84
42,152
344,370
222,346
242,214
326,34
56,156
102,376
370,64
240,44
380,106
102,226
126,284
364,330
40,2
14,120
110,6
220,-4
132,-2
-2,232
382,-2
-4,252
402,264
-2,54
-4,26
236,-4
90,-4
118,-4
-2,396
398,-4
-2,-4
282,-4
0,14
208,-2
72,-2
-2,96
306,402
192,-2
0,372
30,402
404,82
-4,292
-4,332
326,0
364,402
-2,358
144,-2
0,280
156,-2
-4,154
402,340
48,-4
102,-4
402,204
296,404
404,308
18,402
252,-4
0,70
246,404
164,404
-4,164
354,404
182,-2
402,120
-4,348
40,402
